Timestamp,Target IP,Hop Number,Hop IP,Latency
2024-11-08 09:40:18,104.237.170.0,12,192.178.75.112,208.4 ms
2024-11-08 09:40:18,104.237.170.0,13,172.253.65.6,208.0 ms
2024-11-08 09:40:18,104.237.170.0,14,142.251.252.159,209.5 ms
2024-11-08 09:40:18,104.237.170.0,15,192.178.84.30,211.3 ms
2024-11-08 09:40:18,104.237.170.0,16,???,0.0 ms
2024-11-08 09:40:18,104.237.169.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,104.237.169.0,1,10.192.146.1,1.6 ms
2024-11-08 09:40:18,104.237.169.0,2,172.22.1.1,1.8 ms
2024-11-08 09:40:18,104.237.169.0,3,???,0.0 ms
2024-11-08 09:40:18,104.237.169.0,4,172.21.18.154,19.2 ms
2024-11-08 09:40:18,104.237.169.0,5,googlepni01parth2-crco01p,17.6 ms
2024-11-08 09:40:18,104.237.169.0,6,???,0.0 ms
2024-11-08 09:40:18,104.237.169.0,7,216.239.48.42,21.5 ms
2024-11-08 09:40:18,104.237.169.0,8,108.170.255.238,18.3 ms
2024-11-08 09:40:18,104.237.169.0,9,209.85.251.59,3020. ms
2024-11-08 09:40:18,104.237.169.0,10,142.251.49.212,99.1 ms
2024-11-08 09:40:18,104.237.169.0,11,142.251.236.105,95.6 ms
2024-11-08 09:40:18,104.237.169.0,12,172.253.50.38,207.8 ms
2024-11-08 09:40:18,104.237.169.0,13,172.253.51.30,208.5 ms
2024-11-08 09:40:18,104.237.169.0,14,192.178.84.179,209.2 ms
2024-11-08 09:40:18,104.237.169.0,15,209.85.244.148,208.7 ms
2024-11-08 09:40:18,104.237.169.0,16,???,0.0 ms
2024-11-08 09:40:18,104.237.168.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,104.237.168.0,1,10.192.146.1,1002. ms
2024-11-08 09:40:18,104.237.168.0,2,172.22.1.1,1001. ms
2024-11-08 09:40:18,104.237.168.0,3,???,0.0 ms
2024-11-08 09:40:18,104.237.168.0,4,172.21.18.154,23.5 ms
2024-11-08 09:40:18,104.237.168.0,5,googlepni01parth2-crco01p,17.7 ms
2024-11-08 09:40:18,104.237.168.0,6,???,0.0 ms
2024-11-08 09:40:18,104.237.168.0,7,108.170.235.14,18.4 ms
2024-11-08 09:40:18,104.237.168.0,8,192.178.81.162,17.7 ms
2024-11-08 09:40:18,104.237.168.0,9,72.14.238.55,17.8 ms
2024-11-08 09:40:18,104.237.168.0,10,142.251.49.212,98.3 ms
2024-11-08 09:40:18,104.237.168.0,11,142.251.236.105,95.5 ms
2024-11-08 09:40:18,104.237.168.0,12,192.178.75.112,207.9 ms
2024-11-08 09:40:18,104.237.168.0,13,142.250.228.15,208.3 ms
2024-11-08 09:40:18,104.237.168.0,14,142.251.252.159,209.5 ms
2024-11-08 09:40:18,104.237.168.0,15,192.178.84.36,211.1 ms
2024-11-08 09:40:18,104.237.168.0,16,???,0.0 ms
2024-11-08 09:40:18,104.237.167.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,104.237.167.0,1,10.192.146.1,7008. ms
2024-11-08 09:40:18,104.237.167.0,2,172.22.1.1,7006. ms
2024-11-08 09:40:18,104.237.167.0,3,???,0.0 ms
2024-11-08 09:40:18,104.237.167.0,4,172.21.18.154,17.6 ms
2024-11-08 09:40:18,104.237.167.0,5,googlepni01parth2-crco01p,17.3 ms
2024-11-08 09:40:18,104.237.167.0,6,???,0.0 ms
2024-11-08 09:40:18,104.237.167.0,7,108.170.235.14,18.5 ms
2024-11-08 09:40:18,104.237.167.0,8,142.250.59.100,18.2 ms
2024-11-08 09:40:18,104.237.167.0,9,209.85.251.59,4021. ms
2024-11-08 09:40:18,104.237.167.0,10,209.85.242.194,95.1 ms
2024-11-08 09:40:18,104.237.167.0,11,142.251.226.101,96.3 ms
2024-11-08 09:40:18,104.237.167.0,12,192.178.75.112,208.1 ms
2024-11-08 09:40:18,104.237.167.0,13,172.253.51.30,208.7 ms
2024-11-08 09:40:18,104.237.167.0,14,142.251.255.13,211.6 ms
2024-11-08 09:40:18,104.237.167.0,15,108.170.232.0,208.3 ms
2024-11-08 09:40:18,104.237.167.0,16,???,0.0 ms
2024-11-08 09:40:18,104.237.164.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,104.237.164.0,1,10.192.146.1,2005. ms
2024-11-08 09:40:18,104.237.164.0,2,172.22.1.1,2004. ms
2024-11-08 09:40:18,104.237.164.0,3,???,0.0 ms
2024-11-08 09:40:18,104.237.164.0,4,172.21.18.154,17.0 ms
2024-11-08 09:40:18,104.237.164.0,5,googlepni01parth2-crco01p,17.7 ms
2024-11-08 09:40:18,104.237.164.0,6,???,0.0 ms
2024-11-08 09:40:18,104.237.164.0,7,142.251.253.36,17.5 ms
2024-11-08 09:40:18,104.237.164.0,8,108.170.255.168,18.0 ms
2024-11-08 09:40:18,104.237.164.0,9,209.85.251.216,7050. ms
2024-11-08 09:40:18,104.237.164.0,10,172.253.76.36,33.7 ms
2024-11-08 09:40:18,104.237.164.0,11,64.233.175.62,35.6 ms
2024-11-08 09:40:18,104.237.164.0,12,142.250.58.11,122.8 ms
2024-11-08 09:40:18,104.237.164.0,13,66.249.94.91,111.9 ms
2024-11-08 09:40:18,104.237.164.0,14,192.178.106.184,115.2 ms
2024-11-08 09:40:18,104.237.164.0,15,104.237.164.65,119.1 ms
2024-11-08 09:40:18,104.237.164.0,16,104.237.164.64,125.9 ms
2024-11-08 09:40:18,104.237.164.0,17,104.237.164.65,125.6 ms
2024-11-08 09:40:18,104.237.164.0,18,104.237.164.64,131.9 ms
2024-11-08 09:40:18,104.237.164.0,19,104.237.164.65,132.8 ms
2024-11-08 09:40:18,104.237.164.0,20,104.237.164.64,140.7 ms
2024-11-08 09:40:18,104.237.164.0,21,104.237.164.65,141.3 ms
2024-11-08 09:40:18,104.237.164.0,22,104.237.164.64,145.3 ms
2024-11-08 09:40:18,104.237.164.0,23,104.237.164.65,148.9 ms
2024-11-08 09:40:18,104.237.164.0,24,104.237.164.64,150.2 ms
2024-11-08 09:40:18,104.237.164.0,25,104.237.164.65,154.0 ms
2024-11-08 09:40:18,104.237.164.0,26,104.237.164.64,156.7 ms
2024-11-08 09:40:18,104.237.164.0,27,104.237.164.65,159.9 ms
2024-11-08 09:40:18,104.237.164.0,28,104.237.164.64,164.4 ms
2024-11-08 09:40:18,104.237.164.0,29,104.237.164.65,166.7 ms
2024-11-08 09:40:18,104.237.164.0,30,104.237.164.64,165.9 ms
2024-11-08 09:40:18,104.237.160.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,104.237.160.0,1,10.192.146.1,1.8 ms
2024-11-08 09:40:18,104.237.160.0,2,172.22.1.1,2.0 ms
2024-11-08 09:40:18,104.237.160.0,3,???,0.0 ms
2024-11-08 09:40:18,104.237.160.0,4,172.21.18.154,23.5 ms
2024-11-08 09:40:18,104.237.160.0,5,googlepni01parth2-crco01p,17.7 ms
2024-11-08 09:40:18,104.237.160.0,6,???,0.0 ms
2024-11-08 09:40:18,104.237.160.0,7,142.251.49.136,18.4 ms
2024-11-08 09:40:18,104.237.160.0,8,192.178.96.136,20.9 ms
2024-11-08 09:40:18,104.237.160.0,9,209.85.248.117,19.7 ms
2024-11-08 09:40:18,104.237.160.0,10,216.239.43.186,94.8 ms
2024-11-08 09:40:18,104.237.160.0,11,142.250.215.189,95.0 ms
2024-11-08 09:40:18,104.237.160.0,12,192.178.81.237,109.2 ms
2024-11-08 09:40:18,104.237.160.0,13,192.178.73.8,117.6 ms
2024-11-08 09:40:18,104.237.160.0,14,172.253.77.129,118.6 ms
2024-11-08 09:40:18,104.237.160.0,15,172.253.51.77,127.5 ms
2024-11-08 09:40:18,104.237.160.0,16,172.253.51.81,127.7 ms
2024-11-08 09:40:18,104.237.160.0,17,192.178.97.153,131.1 ms
2024-11-08 09:40:18,104.237.160.0,18,74.125.242.224,127.8 ms
2024-11-08 09:40:18,104.237.160.0,19,???,0.0 ms
2024-11-08 09:40:18,64.233.160.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,64.233.160.0,1,10.192.146.1,3004. ms
2024-11-08 09:40:18,64.233.160.0,2,172.22.1.1,3005. ms
2024-11-08 09:40:18,64.233.160.0,3,???,0.0 ms
2024-11-08 09:40:18,64.233.160.0,4,172.21.18.154,17.5 ms
2024-11-08 09:40:18,64.233.160.0,5,googlepni01parth2-crco01p,17.5 ms
2024-11-08 09:40:18,64.233.160.0,6,72.14.233.77,17.5 ms
2024-11-08 09:40:18,64.233.160.0,7,108.170.255.164,20.9 ms
2024-11-08 09:40:18,64.233.160.0,8,72.14.238.63,4021. ms
2024-11-08 09:40:18,64.233.160.0,9,142.251.49.96,124.6 ms
2024-11-08 09:40:18,64.233.160.0,10,142.251.238.39,96.9 ms
2024-11-08 09:40:18,64.233.160.0,11,192.178.81.233,108.7 ms
2024-11-08 09:40:18,64.233.160.0,12,216.239.56.161,225.8 ms
2024-11-08 09:40:18,64.233.160.0,13,142.251.53.184,186.1 ms
2024-11-08 09:40:18,64.233.160.0,14,142.250.57.253,122.2 ms
2024-11-08 09:40:18,64.233.160.0,15,???,0.0 ms
2024-11-08 09:40:18,66.102.0.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,66.102.0.0,1,10.192.146.1,1.8 ms
2024-11-08 09:40:18,66.102.0.0,2,172.22.1.1,2.4 ms
2024-11-08 09:40:18,66.102.0.0,3,???,0.0 ms
2024-11-08 09:40:18,66.102.0.0,4,172.21.18.154,17.2 ms
2024-11-08 09:40:18,66.102.0.0,5,googlepni01parth2-crco01p,17.4 ms
2024-11-08 09:40:18,66.102.0.0,6,72.14.233.195,18.2 ms
2024-11-08 09:40:18,66.102.0.0,7,142.250.59.100,17.7 ms
2024-11-08 09:40:18,66.102.0.0,8,209.85.251.216,5032. ms
2024-11-08 09:40:18,66.102.0.0,9,209.85.242.194,95.4 ms
2024-11-08 09:40:18,66.102.0.0,10,142.250.59.233,97.7 ms
2024-11-08 09:40:18,66.102.0.0,11,192.178.75.112,208.3 ms
2024-11-08 09:40:18,66.102.0.0,12,142.250.228.29,210.4 ms
2024-11-08 09:40:18,66.102.0.0,13,192.178.242.29,212.0 ms
2024-11-08 09:40:18,66.102.0.0,14,192.178.84.188,207.8 ms
2024-11-08 09:40:18,66.102.0.0,15,???,0.0 ms
2024-11-08 09:40:18,66.249.80.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,66.249.80.0,1,10.192.146.1,7010. ms
2024-11-08 09:40:18,66.249.80.0,2,172.22.1.1,7006. ms
2024-11-08 09:40:18,66.249.80.0,3,???,0.0 ms
2024-11-08 09:40:18,66.249.80.0,4,172.21.18.154,18.0 ms
2024-11-08 09:40:18,66.249.80.0,5,googlepni01parth2-crco01p,17.5 ms
2024-11-08 09:40:18,66.249.80.0,6,72.14.233.77,17.5 ms
2024-11-08 09:40:18,66.249.80.0,7,108.170.255.164,21.2 ms
2024-11-08 09:40:18,66.249.80.0,8,108.170.235.99,19.1 ms
2024-11-08 09:40:18,66.249.80.0,9,209.85.250.200,95.3 ms
2024-11-08 09:40:18,66.249.80.0,10,108.170.233.13,98.5 ms
2024-11-08 09:40:18,66.249.80.0,11,192.178.81.225,111.3 ms
2024-11-08 09:40:18,66.249.80.0,12,216.239.63.9,123.1 ms
2024-11-08 09:40:18,66.249.80.0,13,142.251.76.48,122.7 ms
2024-11-08 09:40:18,66.249.80.0,14,142.250.57.251,122.3 ms
2024-11-08 09:40:18,66.249.80.0,15,???,0.0 ms
2024-11-08 09:40:18,72.14.192.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,72.14.192.0,1,10.192.146.1,2003. ms
2024-11-08 09:40:18,72.14.192.0,2,172.22.1.1,2004. ms
2024-11-08 09:40:18,72.14.192.0,3,???,0.0 ms
2024-11-08 09:40:18,72.14.192.0,4,172.21.18.154,17.4 ms
2024-11-08 09:40:18,72.14.192.0,5,googlepni01parth2-crco01p,17.4 ms
2024-11-08 09:40:18,72.14.192.0,6,72.14.236.137,20.8 ms
2024-11-08 09:40:18,72.14.192.0,7,142.250.234.41,18.5 ms
2024-11-08 09:40:18,72.14.192.0,8,any-in-c000.1e100.net,24.8 ms
2024-11-08 09:40:18,74.125.0.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,74.125.0.0,1,10.192.146.1,1.6 ms
2024-11-08 09:40:18,74.125.0.0,2,172.22.1.1,1.7 ms
2024-11-08 09:40:18,74.125.0.0,3,???,0.0 ms
2024-11-08 09:40:18,74.125.0.0,4,172.21.18.154,17.2 ms
2024-11-08 09:40:18,74.125.0.0,5,googlepni01parth2-crco01p,17.5 ms
2024-11-08 09:40:18,74.125.0.0,6,72.14.233.77,17.3 ms
2024-11-08 09:40:18,74.125.0.0,7,108.170.255.168,25.7 ms
2024-11-08 09:40:18,74.125.0.0,8,72.14.238.63,4024. ms
2024-11-08 09:40:18,74.125.0.0,9,142.251.236.230,26.1 ms
2024-11-08 09:40:18,74.125.0.0,10,172.253.72.147,93.1 ms
2024-11-08 09:40:18,74.125.0.0,11,142.251.69.65,102.4 ms
2024-11-08 09:40:18,74.125.0.0,12,142.250.46.187,107.7 ms
2024-11-08 09:40:18,74.125.0.0,13,192.178.98.123,113.8 ms
2024-11-08 09:40:18,74.125.0.0,14,???,0.0 ms
2024-11-08 09:40:18,173.194.0.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,173.194.0.0,1,10.192.146.1,7007. ms
2024-11-08 09:40:18,173.194.0.0,2,172.22.1.1,7005. ms
2024-11-08 09:40:18,173.194.0.0,3,???,0.0 ms
2024-11-08 09:40:18,173.194.0.0,4,172.21.18.154,17.4 ms
2024-11-08 09:40:18,173.194.0.0,5,googlepni01parth2-crco01p,17.3 ms
2024-11-08 09:40:18,173.194.0.0,6,72.14.236.137,20.8 ms
2024-11-08 09:40:18,173.194.0.0,7,142.250.59.100,17.6 ms
2024-11-08 09:40:18,173.194.0.0,8,108.170.230.209,3039. ms
2024-11-08 09:40:18,173.194.0.0,9,142.251.78.220,22.1 ms
2024-11-08 09:40:18,173.194.0.0,10,142.251.247.78,23.2 ms
2024-11-08 09:40:18,173.194.0.0,11,192.178.86.9,21.6 ms
2024-11-08 09:40:18,173.194.0.0,12,???,0.0 ms
2024-11-08 09:40:18,209.85.128.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,209.85.128.0,1,10.192.146.1,3007. ms
2024-11-08 09:40:18,209.85.128.0,2,172.22.1.1,2003. ms
2024-11-08 09:40:18,209.85.128.0,3,???,0.0 ms
2024-11-08 09:40:18,209.85.128.0,4,172.21.18.154,17.2 ms
2024-11-08 09:40:18,209.85.128.0,5,googlepni01parth2-crco01p,17.3 ms
2024-11-08 09:40:18,209.85.128.0,6,???,0.0 ms
2024-11-08 09:40:18,216.58.192.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,216.58.192.0,1,10.192.146.1,1.6 ms
2024-11-08 09:40:18,216.58.192.0,2,172.22.1.1,1.8 ms
2024-11-08 09:40:18,216.58.192.0,3,???,0.0 ms
2024-11-08 09:40:18,216.58.192.0,4,172.21.18.154,17.3 ms
2024-11-08 09:40:18,216.58.192.0,5,googlepni01parth2-crco01p,17.4 ms
2024-11-08 09:40:18,216.58.192.0,6,72.14.233.77,17.3 ms
2024-11-08 09:40:18,216.58.192.0,7,???,0.0 ms
2024-11-08 09:40:18,216.239.32.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 09:40:18,216.239.32.0,1,10.192.146.1,4002. ms
2024-11-08 09:40:18,216.239.32.0,2,172.22.1.1,4004. ms
2024-11-08 09:40:18,216.239.32.0,3,???,0.0 ms
2024-11-08 09:40:18,216.239.32.0,4,172.21.18.154,49.3 ms
2024-11-08 09:40:18,216.239.32.0,5,googlepni01parth2-crco01p,17.6 ms
2024-11-08 09:40:18,216.239.32.0,6,72.14.233.77,17.5 ms
2024-11-08 09:40:18,216.239.32.0,7,???,0.0 ms
2024-11-08 10:10:18,64.15.126.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,64.15.126.0,1,10.192.146.1,1.9 ms
2024-11-08 10:10:18,64.15.126.0,2,172.22.1.1,2.1 ms
2024-11-08 10:10:18,64.15.126.0,3,???,0.0 ms
2024-11-08 10:10:18,64.15.126.0,4,172.21.18.154,17.5 ms
2024-11-08 10:10:18,64.15.126.0,5,213.144.168.20,24.2 ms
2024-11-08 10:10:18,64.15.126.0,6,???,0.0 ms
2024-11-08 10:10:18,64.15.126.0,7,195.22.209.223,27.4 ms
2024-11-08 10:10:18,64.15.126.0,8,???,0.0 ms
2024-11-08 10:10:18,64.15.112.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,64.15.112.0,1,10.192.146.1,29.2 ms
2024-11-08 10:10:18,64.15.112.0,2,172.22.1.1,2.3 ms
2024-11-08 10:10:18,64.15.112.0,3,???,0.0 ms
2024-11-08 10:10:18,64.15.112.0,4,172.21.18.154,18.2 ms
2024-11-08 10:10:18,64.15.112.0,5,213.144.168.20,20.4 ms
2024-11-08 10:10:18,64.15.112.0,6,149.3.183.67,41.1 ms
2024-11-08 10:10:18,64.15.112.0,7,195.22.209.223,31.5 ms
2024-11-08 10:10:18,64.15.112.0,8,???,0.0 ms
2024-11-08 10:10:18,216.73.80.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,216.73.80.0,1,10.192.146.1,2004. ms
2024-11-08 10:10:18,216.73.80.0,2,172.22.1.1,2006. ms
2024-11-08 10:10:18,216.73.80.0,3,???,0.0 ms
2024-11-08 10:10:18,216.73.80.0,4,172.21.18.154,17.6 ms
2024-11-08 10:10:18,216.73.80.0,5,googlepni01parth2-crco01p,17.8 ms
2024-11-08 10:10:18,216.73.80.0,6,???,0.0 ms
2024-11-08 10:10:18,216.73.80.0,7,142.251.253.34,18.8 ms
2024-11-08 10:10:18,216.73.80.0,8,108.170.255.238,18.5 ms
2024-11-08 10:10:18,216.73.80.0,9,108.170.235.99,18.7 ms
2024-11-08 10:10:18,216.73.80.0,10,142.251.49.44,4102. ms
2024-11-08 10:10:18,216.73.80.0,11,108.170.233.13,97.9 ms
2024-11-08 10:10:18,216.73.80.0,12,192.178.81.141,102.2 ms
2024-11-08 10:10:18,216.73.80.0,13,142.251.51.130,113.0 ms
2024-11-08 10:10:18,216.73.80.0,14,142.250.233.170,129.3 ms
2024-11-08 10:10:18,216.73.80.0,15,108.170.225.110,130.4 ms
2024-11-08 10:10:18,216.73.80.0,16,108.170.228.100,130.7 ms
2024-11-08 10:10:18,216.73.80.0,17,142.251.253.109,131.2 ms
2024-11-08 10:10:18,216.73.80.0,18,216.239.50.52,126.1 ms
2024-11-08 10:10:18,216.73.80.0,19,???,0.0 ms
2024-11-08 10:10:18,208.65.152.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,208.65.152.0,1,10.192.146.1,127.9 ms
2024-11-08 10:10:18,208.65.152.0,2,172.22.1.1,69.3 ms
2024-11-08 10:10:18,208.65.152.0,3,???,0.0 ms
2024-11-08 10:10:18,208.65.152.0,4,172.21.18.154,131.8 ms
2024-11-08 10:10:18,208.65.152.0,5,googlepni01parth2-crco01p,91.2 ms
2024-11-08 10:10:18,208.65.152.0,6,???,0.0 ms
2024-11-08 10:10:18,208.65.152.0,7,216.239.48.44,19.5 ms
2024-11-08 10:10:18,208.65.152.0,8,???,0.0 ms
2024-11-08 10:10:18,208.117.254.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,208.117.254.0,1,10.192.146.1,2.1 ms
2024-11-08 10:10:18,208.117.254.0,2,172.22.1.1,1002. ms
2024-11-08 10:10:18,208.117.254.0,3,???,0.0 ms
2024-11-08 10:10:18,208.117.254.0,4,172.21.18.154,17.6 ms
2024-11-08 10:10:18,208.117.254.0,5,googlepni01parth2-crco01p,17.8 ms
2024-11-08 10:10:18,208.117.254.0,6,???,0.0 ms
2024-11-08 10:10:18,208.117.254.0,7,108.170.235.14,18.6 ms
2024-11-08 10:10:18,208.117.254.0,8,192.178.81.162,30.2 ms
2024-11-08 10:10:18,208.117.254.0,9,72.14.238.55,18.2 ms
2024-11-08 10:10:18,208.117.254.0,10,142.251.49.44,1097. ms
2024-11-08 10:10:18,208.117.254.0,11,142.251.226.93,98.6 ms
2024-11-08 10:10:18,208.117.254.0,12,192.178.81.233,109.1 ms
2024-11-08 10:10:18,208.117.254.0,13,172.253.77.129,117.7 ms
2024-11-08 10:10:18,208.117.254.0,14,209.85.142.249,119.3 ms
2024-11-08 10:10:18,208.117.254.0,15,108.170.252.151,128.7 ms
2024-11-08 10:10:18,208.117.254.0,16,172.253.51.121,128.1 ms
2024-11-08 10:10:18,208.117.254.0,17,192.178.246.245,129.1 ms
2024-11-08 10:10:18,208.117.254.0,18,192.178.86.60,128.1 ms
2024-11-08 10:10:18,208.117.254.0,19,???,0.0 ms
2024-11-08 10:10:18,208.117.254.0,20,208.117.254.0,134.4 ms
2024-11-08 10:10:18,208.117.251.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,208.117.251.0,1,10.192.146.1,4009. ms
2024-11-08 10:10:18,208.117.251.0,2,172.22.1.1,4007. ms
2024-11-08 10:10:18,208.117.251.0,3,???,0.0 ms
2024-11-08 10:10:18,208.117.251.0,4,172.21.18.154,17.5 ms
2024-11-08 10:10:18,208.117.251.0,5,213.144.168.20,20.4 ms
2024-11-08 10:10:18,208.117.251.0,6,195.22.216.29,136.1 ms
2024-11-08 10:10:18,208.117.251.0,7,195.22.195.51,110.1 ms
2024-11-08 10:10:18,208.117.251.0,8,be-3212-cs02.newyork.ny.i,109.3 ms
2024-11-08 10:10:18,208.117.251.0,9,be-32041-ar01.needham.ma.,105.1 ms
2024-11-08 10:10:18,208.117.251.0,10,???,0.0 ms
2024-11-08 10:10:18,208.117.250.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,208.117.250.0,1,10.192.146.1,1.8 ms
2024-11-08 10:10:18,208.117.250.0,2,172.22.1.1,2.0 ms
2024-11-08 10:10:18,208.117.250.0,3,???,0.0 ms
2024-11-08 10:10:18,208.117.250.0,4,172.21.18.154,17.4 ms
2024-11-08 10:10:18,208.117.250.0,5,crco01pareq2-crco01parth2,27.3 ms
2024-11-08 10:10:18,208.117.250.0,6,linx-lon1-loneq8-1.core.w,30.3 ms
2024-11-08 10:10:18,208.117.250.0,7,linx-gw1.ja.net,27.1 ms
2024-11-08 10:10:18,208.117.250.0,8,ae23.londtt-sbr1.ja.net,27.0 ms
2024-11-08 10:10:18,208.117.250.0,9,ae28.londtw-sbr2.ja.net,28.1 ms
2024-11-08 10:10:18,208.117.250.0,10,ae31.lowdss-sbr1.ja.net,30.1 ms
2024-11-08 10:10:18,208.117.250.0,11,ae29.leedaq-sbr2.ja.net,32.1 ms
2024-11-08 10:10:18,208.117.250.0,12,gi0-0-1.leed-ban1.ja.net,31.8 ms
2024-11-08 10:10:18,208.117.250.0,13,???,0.0 ms
2024-11-08 10:10:18,208.117.240.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,208.117.240.0,1,10.192.146.1,1004. ms
2024-11-08 10:10:18,208.117.240.0,2,172.22.1.1,1002. ms
2024-11-08 10:10:18,208.117.240.0,3,???,0.0 ms
2024-11-08 10:10:18,208.117.240.0,4,172.21.18.154,17.6 ms
2024-11-08 10:10:18,208.117.240.0,5,crco01pareq2-crco01parth2,27.8 ms
2024-11-08 10:10:18,208.117.240.0,6,linx-lon1-loneq8-1.core.w,27.4 ms
2024-11-08 10:10:18,208.117.240.0,7,linx1.bezeqint.co.il,82.2 ms
2024-11-08 10:10:18,208.117.240.0,8,???,0.0 ms
2024-11-08 10:10:18,208.117.240.0,9,???,0.0 ms
2024-11-08 10:10:18,208.117.240.0,10,???,0.0 ms
2024-11-08 10:10:18,208.117.240.0,11,bzq-84-110-34-200.static-,83.7 ms
2024-11-08 10:10:18,208.117.240.0,12,185.25.28.214,375.9 ms
2024-11-08 10:10:18,208.117.240.0,13,89.207.228.52,384.9 ms
2024-11-08 10:10:18,208.117.240.0,14,185.25.28.139,383.8 ms
2024-11-08 10:10:18,208.117.240.0,15,185.25.28.127,382.1 ms
2024-11-08 10:10:18,208.117.240.0,16,185.25.29.96,382.0 ms
2024-11-08 10:10:18,208.117.240.0,17,185.25.28.47,375.1 ms
2024-11-08 10:10:18,208.117.240.0,18,185.25.30.8,375.1 ms
2024-11-08 10:10:18,208.117.240.0,19,???,0.0 ms
2024-11-08 10:10:18,208.117.238.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,208.117.238.0,1,10.192.146.1,1.7 ms
2024-11-08 10:10:18,208.117.238.0,2,172.22.1.1,2.0 ms
2024-11-08 10:10:18,208.117.238.0,3,???,0.0 ms
2024-11-08 10:10:18,208.117.238.0,4,172.21.18.154,17.4 ms
2024-11-08 10:10:18,208.117.238.0,5,wifirst.dc3-2.hopus.net,18.2 ms
2024-11-08 10:10:18,208.117.238.0,6,wifirst.dc3-2.rt.hopus.ne,20.3 ms
2024-11-08 10:10:18,208.117.238.0,7,lag-dc3-2.pa3-1.rt.hopus.,17.6 ms
2024-11-08 10:10:18,208.117.238.0,8,lag-pa3-1.fra8-2.rt.hopus,26.6 ms
2024-11-08 10:10:18,208.117.238.0,9,???,0.0 ms
2024-11-08 10:10:18,208.117.238.0,10,de-fra02a-rc1-ae-30-0.aor,29.4 ms
2024-11-08 10:10:18,208.117.238.0,11,nl-ams17b-rc1-lag-104-0.a,32.2 ms
2024-11-08 10:10:18,208.117.238.0,12,???,0.0 ms
2024-11-08 10:10:18,208.117.238.0,13,dd5e0fa25.access.telenet.,35.7 ms
2024-11-08 10:10:18,208.117.238.0,14,???,0.0 ms
2024-11-08 10:10:18,208.117.224.0,HOST:,Sarahs-MacBook-Pro.local,Last ms
2024-11-08 10:10:18,208.117.224.0,1,10.192.146.1,4006. ms
2024-11-08 10:10:18,208.117.224.0,2,172.22.1.1,4007. ms
2024-11-08 10:10:18,208.117.224.0,3,???,0.0 ms
2024-11-08 10:10:18,208.117.224.0,4,172.21.18.154,17.6 ms
2024-11-08 10:10:18,208.117.224.0,5,googlepni01parth2-crco01p,17.5 ms
2024-11-08 10:10:18,208.117.224.0,6,???,0.0 ms
2024-11-08 10:10:18,208.117.224.0,7,142.250.234.40,17.6 ms
2024-11-08 10:10:18,208.117.224.0,8,108.170.255.238,18.5 ms
2024-11-08 10:10:18,208.117.224.0,9,72.14.238.63,2020. ms
2024-11-08 10:10:18,208.117.224.0,10,209.85.242.252,95.5 ms
2024-11-08 10:10:18,208.117.224.0,11,142.251.226.93,98.2 ms
2024-11-08 10:10:18,208.117.224.0,12,192.178.81.239,112.5 ms
2024-11-08 10:10:18,208.117.224.0,13,192.178.72.196,118.5 ms
2024-11-08 10:10:18,208.117.224.0,14,172.253.77.127,122.3 ms
2024-11-08 10:10:18,208.117.224.0,15,142.251.234.225,131.7 ms
2024-11-08 10:10:18,208.117.224.0,16,172.253.51.121,127.1 ms
2024-11-08 10:10:18,208.117.224.0,17,192.178.97.21,128.1 ms
2024-11-08 10:10:18,208.117.224.0,18,74.125.242.74,130.4 ms
2024-11-08 10:10:18,208.117.224.0,19,???,0.0 ms
